id,ClusterID,Title,Authors,Venue,Year,Citations,Source,predictClusterId
11654,1802812,Storing and indexing spatial data in p2p systems," Verena Kantere,  Spiros Skiadopoulos,  Timos Sellis", IEEE Transactions on Knowledge and Data Engineering,2009,43.0,GoogleScholar,1316594.0
11658,1802813,Predicting cost amortization for query services," Debabrata Dash,  Georgios Gratsias,  Anastasia Ailamaki",Proceedings of the 2011 ACM SIGMOD International Conference on Management of data,2011,27.0,GoogleScholar,1316595.0
11663,1802819,Peer coordination through distributed triggers," Verena Kantere,  Abdur Rahmani,  Iluju Kiringa,  Timos Sellis,  John Mylopoulos",PVLDB,2010,3.0,GoogleScholar,1316596.0
11670,1802816,COCCUS: self-configured cost-based query services in the cloud," Ioannis Konstantinou,  Verena Kantere,  Dimitrios Tsoumakos,  Nectarios Koziris",Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,5.0,GoogleScholar,1316597.0
11676,1802817, GrouPeer: A system for clustering PDMSs," Verena Kantere,  Dimos Bousounis,  Timos Sellis", Proceedings of the VLDB Endowment,2011,4.0,GoogleScholar,1316598.0
11689,1802820, PAW: A Platform for Analytics Workflows.," Maxim Filatov,  Verena Kantere", EDBT,2016,1.0,GoogleScholar,1316599.0
11692,1802821, Adaptive State Space Partitioning of Markov Decision Processes for Elastic Resource Management,"Konstantinos Lolos,Ioannis Konstantinou,Verena Kantere,Nectarios Koziris",Data Engineering (ICDE); 2017 IEEE 33rd International Conference on,2017,0.0,GoogleScholar,1316600.0
11699,1802823, Optimizing; Planning and Executing Analytics Workflows over Multiple Engines.," Katerina Doka,  Maxim Filatov,  Victor Giannakouris,  Verena Kantere,  Nectarios Koziris,  Christos Mantas", EDBT/ICDT Workshops,2016,0.0,GoogleScholar,1316601.0
11701,1802824,Querying and mining of time series data: experimental comparison of representations and distance measures," Hui Ding,  Goce Trajcevski,  Peter Scheuermann,  Xiaoyue Wang,  Eamonn Keogh", Proceedings of the VLDB Endowment,2008,928.0,GoogleScholar,1316602.0
11707,1802825,Managing uncertainty in moving objects databases,"Goce Trajcevski,Ouri Wolfson,Fengli Zhang,Sam Chamberlain",ACM Trans. Database Syst.,2002,506.0,GoogleScholar,1316603.0
11713,1802826,Spatio-temporal data reduction with deterministic error bounds,"Osman Abul,Francesco Bonchi,Mirco Nanni", The VLDB JournalThe International Journal on Very Large Data Bases,2008,268.0,GoogleScholar,1316604.0
11724,1802829,Continuous probabilistic nearest-neighbor queries for uncertain trajectories," Goce Trajcevski,  Roberto Tamassia,  Hui Ding,  Peter Scheuermann,  Isabel F Cruz",Proceedings of the 12th International Conference on Extending Database Technology: Advances in Database Technology,2009,88.0,GoogleScholar,1316605.0
11730,1802830, Mining discriminative patterns for classifying trajectories on road networks," Jae-Gil Lee,  Jiawei Han,  Xiaolei Li,  Hong Cheng", IEEE Transactions on Knowledge and Data Engineering,2006,82.0,GoogleScholar,1316606.0
11740,1802832,Management of Dynamic Location Information in DOMINO,"Ouri Wolfson,Hu Cao,Hai Lin,Goce Trajcevski,Fengli Zhang,Naphtali Rishe",EDBT,2002,31.0,GoogleScholar,1316607.0
11744,1802833, Ranking continuous nearest neighbors for uncertain trajectories," Goce Trajcevski,  Roberto Tamassia,  Isabel F Cruz,  Peter Scheuermann,  David Hartglass,  Christopher Zamierowski", The VLDB JournalThe International Journal on Very Large Data Bases,2011,26.0,GoogleScholar,1316608.0
11749,1802834,"Mission-critical management of mobile sensors: or, how to guide a flock of sensors"," Goce Trajcevski,  Peter Scheuermann,  Herve Brnnimann",DMSN,2004,15.0,GoogleScholar,1316609.0
11756,1802836,OMCAT: optimal maintenance of continuous queries' answers for trajectories," Hui Ding,  Goce Trajcevski,  Peter Scheuermann",Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,11.0,GoogleScholar,1316610.0
11760,1802837, CAT: Correct answers of continuous queries using triggers," Goce Trajcevski,  Peter Scheuermann,  Ouri Wolfson,  Nimesh Nedungadi", International Conference on Extending Database Technology,2004,10.0,GoogleScholar,1316611.0
11762,1802838,SILVERBACK: Scalable association mining for temporal data in columnar probabilistic databases,"Yusheng Xie,Diana Palsetia,Goce Trajcevski,Ankit Agrawal,Alok N. Choudhary",Data Engineering (ICDE); 2014 IEEE 30th International Conference on,2014,8.0,GoogleScholar,1316612.0
11767,1802839, Similarity in (spatial; temporal and) spatio-temporal datasets," Dimitrios Gunopulos,  Goce Trajcevski",Proceedings of the 15th International Conference on Extending Database Technology,2012,5.0,GoogleScholar,1316613.0
11774,1802841,Distributed data management for large-scale wireless sensor networks simulations," Stephen Wylie,  James Heide,  Besim Avci,  Dennis D Vaccaro,  Oliviu Ghica,  Goce Trajcevski",EDBT,2012,2.0,GoogleScholar,1316614.0
11783,1802844, On the link (s) between D and A in Mobile Data Analytics, Goce Trajcevski,Data Engineering Workshops (ICDEW); 2013 IEEE 29th International Conference on,2013,0.0,GoogleScholar,1316615.0
11784,1802845,Flexible queries over semistructured data," Yaron Kanza,  Yehoshua Sagiv", Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,112.0,GoogleScholar,1316616.0
11790,1802846, Object fusion in geographic information systems," Catriel Beeri,  Yaron Kanza,  Eliyahu Safra,  Yehoshua Sagiv",Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,94.0,GoogleScholar,1316617.0
11795,1802847,Interactive route search in the presence of order constraints,"Roy Levin,Yaron Kanza,Eliyahu Safra,Yehoshua Sagiv",PVLDB,2010,41.0,GoogleScholar,1316618.0
11803,1802849, Full disjunctions: Polynomial-delay iterators in action," Sara Cohen,  Itzhak Fadida,  Yaron Kanza,  Benny Kimelfeld,  Yehoshua Sagiv",Proceedings of the 32nd international conference on Very large data bases,2006,29.0,GoogleScholar,1316619.0
11807,1802850,Stratified-sampling over social networks using mapreduce,"Roy Levin,Yaron Kanza",SIGMOD Conference,2014,11.0,GoogleScholar,1316620.0
11821,1802853, Authorization-transparent access control for XML under the non-Truman model," Yaron Kanza,  Alberto O Mendelzon,  Rene J Miller,  Zheng Zhang", International Conference on Extending Database Technology,2006,8.0,GoogleScholar,1316621.0
11826,1802854, External sorng on flash storage: reducing cell wearing and increasing efficiency by avoiding intermediate writes," Yaron Kanza,  Hadas Yaari", The VLDB Journal,2016,1.0,GoogleScholar,1316622.0
11829,1802855,Virtualized Network Service Topology Exploration Using Nepal," Pramod Jamkhedkar,  Theodore Johnson,  Yaron Kanza,  Aman Shaikh,  NK Shankarnarayanan,  Vladislav Shkapenyuk",SIGMOD Conference,2017,1.0,GoogleScholar,1316623.0
11834,1802856, Nepal: a path query language for communication networks," Theodore Johnson,  Yaron Kanza,  Laks VS Lakshmanan,  Vladislav Shkapenyuk",Proceedings of the 1st ACM SIGMOD Workshop on Network Data Analytics,2016,0.0,GoogleScholar,1316624.0
11839,1802857,Scalable network distance browsing in spatial databases,"Hanan Samet,Jagan Sankaranarayanan,Houman Alborzi",SIGMOD Conference,2008,288.0,GoogleScholar,1316625.0
11845,1802858,A Fast Similarity Join Algorithm Using Graphics Processing Units,"Michael D. Lieberman,Jagan Sankaranarayanan,Hanan Samet",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,124.0,GoogleScholar,1316626.0
11850,1802859,Geotagging with local lexicons to build indexes for textually-specified spatial data,"Michael D. Lieberman,Hanan Samet,Jagan Sankaranarayanan",Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,108.0,GoogleScholar,1316627.0
11854,1802860,Path oracles for spatial networks,"Jagan Sankaranarayanan,Hanan Samet,Houman Alborzi",PVLDB,2009,94.0,GoogleScholar,1316628.0
11860,1802861,Query Processing Using Distance Oracles for Spatial Networks,"Jagan Sankaranarayanan,Hanan Samet",IEEE Transactions on Knowledge and Data Engineering,2010,61.0,GoogleScholar,1316629.0
11868,1802863,MISO: souping up big data query processing with a multistore system,"Jeff LeFevre,Jagan Sankaranarayanan,Hakan Hacigms,Jun'ichi Tatemura,Neoklis Polyzotis,Michael J. Carey",SIGMOD Conference,2014,50.0,GoogleScholar,1316630.0
11874,1802864,Opportunistic physical design for big data analytics,"Jeff LeFevre,Jagan Sankaranarayanan,Hakan Hacigms,Jun'ichi Tatemura,Neoklis Polyzotis,Michael J. Carey",SIGMOD Conference,2014,16.0,GoogleScholar,1316631.0
11880,1802865,Indexing methods for moving object databases: games and other applications,"Hanan Samet,Jagan Sankaranarayanan,Michael Auerbach",SIGMOD Conference,2013,15.0,GoogleScholar,1316632.0
11886,1802866, Odyssey: a multistore system for evolutionary analytics," Hakan HacÂ¢‚Â­gm,  Jagan Sankaranarayanan,  Junichi Tatemura,  Jeff LeFevre,  Neoklis Polyzotis", Proceedings of the VLDB Endowment,2013,12.0,GoogleScholar,1316633.0
11889,1802867,PhotoStand: a map query interface for a database of news photos,"Hanan Samet,Marco D. Adelfio,Brendan C. Fruin,Michael D. Lieberman,Jagan Sankaranarayanan", Proceedings of the VLDB Endowment,2013,10.0,GoogleScholar,1316634.0
11895,1802868,Augmenting spatio-textual search with an infectious disease ontology,"Michael D. Lieberman,Jagan Sankaranarayanan,Hanan Samet,Jon Sperling",Data Engineering Workshop; 2008. ICDEW 2008. IEEE 24th International Conference on,2008,10.0,GoogleScholar,1316635.0
11903,1802870, SPDO: High-throughput road distance computations on spark using distance oracles,"Shangfu Peng,Jagan Sankaranarayanan,Hanan Samet",Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,5.0,GoogleScholar,1316636.0
11907,1802871,Cost exploration of data sharings in the cloud," Samer Al-Kiswany,  Hakan HacÂ¢‚Â±gm,  Ziyang Liu,  Jagan Sankaranarayanan",Proceedings of the 16th International Conference on Extending Database Technology,2013,5.0,GoogleScholar,1316637.0
11913,1802872, SMILE: A Data Sharing Platform for Mobile Apps in the Cloud.," Jagan Sankaranarayanan,  Hakan Hacigms,  Haopeng Zhang,  Mohamed Sarwat", EDBT,2014,1.0,GoogleScholar,1316638.0
11917,1802873, On the computation of multidimensional aggregates," Sameet Agarwal,  Rakesh Agrawal,  Prasad M Deshpande,  Ashish Gupta,  Jeffrey F Naughton,  Raghu Ramakrishnan", VLDB,1996,849.0,GoogleScholar,1316639.0
11922,1802874, An array-based algorithm for simultaneous multidimensional aggregates,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton", ACM SIGMOD Record,1997,589.0,GoogleScholar,1316640.0
11927,1802875, Materialized view selection for multidimensional datasets," Amit Shukla,  Prasad Deshpande,  Jeffrey F Naughton", VLDB,1998,365.0,GoogleScholar,1316641.0
11931,1802876,Caching Multidimensional Queries Using Chunks," Prasad M Deshpande,  Karthikeyan Ramasamy,  Amit Shukla,  Jeffrey F Naughton", ACM SIGMOD Record,1998,265.0,GoogleScholar,1316642.0
11937,1802877, Storage estimation for multidimensional aggregates in the presence of hierarchies," Amit Shukla,  Prasad Deshpande,  Jeffrey F Naughton,  Karthikeyan Ramasamy", VLDB,1996,260.0,GoogleScholar,1316643.0
11942,1802878, OLAP over uncertain and imprecise data," Doug Burdick,  Prasad M Deshpande,  TS Jayram,  Raghu Ramakrishnan,  Shivakumar Vaithyanathan",Proceedings of the 31st international conference on Very large data bases,2005,136.0,GoogleScholar,1316644.0
11947,1802880,Simultaneous Optimization and Evaluation of Multiple Dimensional Queries,"Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla", ACM Sigmod Record,1998,97.0,GoogleScholar,1316645.0
11953,1802881, Materialized view selection for multi-cube data models," Amit Shukla,  Prasad M Deshpande,  Jeffrey F Naughton", International Conference on Extending Database Technology,2000,51.0,GoogleScholar,1316646.0
11956,1802882, Aggregate aware caching for multi-dimensional queries," Prasad M Deshpande,  Jeffrey F Naughton", International Conference on Extending Database Technology,2000,42.0,GoogleScholar,1316647.0
11960,1802883,Efficient allocation algorithms for OLAP over imprecise data," Doug Burdick,  Prasad M Deshpande,  TS Jayram,  Raghu Ramakrishnan,  Shivakumar Vaithyanathan",Proceedings of the 32nd international conference on Very large data bases,2006,39.0,GoogleScholar,1316648.0
11965,1802885,Efficient reverse skyline retrieval with arbitrary non-metric similarity measures," Prasad M Deshpande,  P Deepak",EDBT,2011,6.0,GoogleScholar,1316649.0
11976,1802886, Indexing and matching trajectories under inconsistent sampling rates," Sayan Ranu,  P Deepak,  Aditya D Telang,  Prasad Deshpande,  Sriram Raghavan",Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,15.0,GoogleScholar,1316650.0
11980,1802887, Determining Essential Statistics for Cost Based Optimization of an ETL Workflow.," Ramanujam Halasipuram,  Prasad M Deshpande,  Sriram Padmanabhan", EDBT,2014,13.0,GoogleScholar,1316651.0
11984,1802888,Exploiting evidence from unstructured data to enhance master data management," Karin Murthy,  Prasad M Deshpande,  Atreyee Dey,  Ramanujam Halasipuram,  Mukesh Mohania,  P Deepak",PVLDB,2012,13.0,GoogleScholar,1316652.0
11990,1802889, Auto-grouping emails for faster e-discovery," Sachindra Joshi,  Danish Contractor,  Kenney Ng,  Prasad M Deshpande,  Thomas Hampp", Proceedings of the VLDB Endowment,2011,7.0,GoogleScholar,1316653.0
11999,1802891, IceCube: efficient targeted mining in data cubes," Shrutendra K Harsola,  Prasad M Deshpande,  Jayant R Haritsa",Data Mining (ICDM); 2012 IEEE 12th International Conference on,2012,4.0,GoogleScholar,1316654.0
12008,1802893, Spatio-temporal indexing: current scenario; challenges and approaches," Aditya Telang,  Deepak Padmanabhan,  Prasad Deshpande",Proceedings of the 18th International Conference on Management of Data,2012,1.0,GoogleScholar,1316655.0
12016,1802895, Fast data anonymization with low information loss,"Gabriel Ghinita, Panagiotis Karras, Panos Kalnis, Nikos Mamoulis",Proceedings of the 33rd international conference on Very large data bases,2007,62.0,GoogleScholar,1316656.0
12021,1802896, One-pass wavelet synopses for maximum-error metrics," Panagiotis Karras,  Nikos Mamoulis",Proceedings of the 31st international conference on Very large data bases,2005,80.0,GoogleScholar,1316657.0
12026,1802897,A framework for efficient data anonymization under privacy and accuracy constraints," Gabriel Ghinita,  Panagiotis Karras,  Panos Kalnis,  Nikos Mamoulis", ACM Transactions on Database Systems (TODS),2009,77.0,GoogleScholar,1316658.0
12034,1802899,SABRE: a Sensitive Attribute Bucketization and REdistribution framework for t-closeness," Jianneng Cao,  Panagiotis Karras,  Panos Kalnis,  Kian-Lee Tan", The VLDB JournalThe International Journal on Very Large Data Bases,2011,65.0,GoogleScholar,1316659.0
12038,1802900, Merging what's cracked; cracking what's merged: adaptive indexing in main-memory column-stores," Stratos Idreos,  Stefan Manegold,  Harumi Kuno,  Goetz Graefe", Proceedings of the VLDB Endowment,2012,64.0,GoogleScholar,1316660.0
12044,1802901,Publishing microdata with a robust privacy guarantee,"Jianneng Cao,Panagiotis Karras",PVLDB,2012,49.0,GoogleScholar,1316661.0
12056,1802903, TOUCH: in-memory spatial join by hierarchical data-oriented partitioning," Sadegh Nobari,  Farhan Tauheed,  Thomas Heinis,  Panagiotis Karras,  Stphane Bressan,  Anastasia Ailamaki",Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,35.0,GoogleScholar,1316662.0
12062,1802904,H 2 RDF+: an efficient data management system for big RDF graphs," Nikolaos Papailiou,  Dimitrios Tsoumakos,  Ioannis Konstantinou,  Panagiotis Karras,  Nectarios Koziris",Proceedings of the 2014 ACM SIGMOD international conference on Management of data,2014,31.0,GoogleScholar,1316663.0
12065,1802905, The Haar+ tree: a refined synopsis data structure," Panagiotis Karras,  Nikos Mamoulis",Data Engineering; 2007. ICDE 2007. IEEE 23rd International Conference on,2007,25.0,GoogleScholar,1316664.0
12070,1802906, Graph-aware; workload-adaptive sparql query caching," Nikolaos Papailiou,  Dimitrios Tsoumakos,  Panagiotis Karras,  Nectarios Koziris",Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,20.0,GoogleScholar,1316665.0
12074,1802908,Hierarchical synopses with optimal error guarantees," Panagiotis Karras,  Nikos Mamoulis", ACM Transactions on Database Systems (TODS),2008,17.0,GoogleScholar,1316667.0
12080,1802909, Common influence join: A natural join operation for spatial pointsets," Man Lung Yiu,  Nikos Mamoulis,  Panagiotis Karras",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,17.0,GoogleScholar,1316668.0
12085,1802910, Adaptive indexing over encrypted numeric data," Panagiotis Karras,  Artyom Nikitin,  Muhammad Saad,  Rudrika Bhatt,  Denis Antyukhov,  Stratos Idreos",Proceedings of the 2016 International Conference on Management of Data,2016,10.0,GoogleScholar,1316669.0
12090,1802911,Optimality and scalability in lattice histogram construction,Panagiotis Karras,PVLDB,2009,10.0,GoogleScholar,1316670.0
12096,1802912, Lattice histograms: a resilient synopsis structure," Panagiotis Karras,  Nikos Mamoulis",Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,9.0,GoogleScholar,1316671.0
12099,1802913,Multiplicative synopses for relative-error metrics,Panagiotis Karras,EDBT,2009,7.0,GoogleScholar,1316672.0
12108,1802915,Ring-constrained join: deriving fair middleman locations from pointsets via a geometric constraint,"Man Lung Yiu, Panagiotis Karras, Nikos Mamoulis",Proceedings of the 11th international conference on Extending database technology: Advances in database technology,2008,5.0,GoogleScholar,1316673.0
12114,1802916, TRANSFORMERS: Robust spatial joins on non-uniform data distributions," Mirjana Pavlovic,  Thomas Heinis,  Farhan Tauheed,  Panagiotis Karras,  Anastasia Ailamaki",Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,2.0,GoogleScholar,1316674.0
12119,1802918,Database architecture optimized for the new bottleneck: Memory access,"Peter Boncz, Stefan Manegold, Martin L. Kersten",In Proceedings of VLDB Conference,1999,158.0,GoogleScholar,1316675.0
12126,1802921,Column-store support for RDF data management: not all swans are white," Lefteris Sidirourgos,  Romulo Goncalves,  Martin Kersten,  Niels Nes,  Stefan Manegold", Proceedings of the VLDB Endowment,2008,223.0,GoogleScholar,1316676.0
12131,1802922, Optimizing main-memory join on modern hardware," Stefan Manegold,  Peter Boncz,  Martin Kersten", IEEE Transactions on Knowledge and Data Engineering,2002,167.0,GoogleScholar,1316677.0
12136,1802923, Database architecture evolution: Mammals flourished long before dinosaurs became extinct," Stefan Manegold,  Martin L Kersten,  Peter Boncz", Proceedings of the VLDB Endowment,2009,152.0,GoogleScholar,1316678.0
12142,1802924, Self-organizing tuple reconstruction in column-stores," Stratos Idreos,  Martin L Kersten,  Stefan Manegold",Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,151.0,GoogleScholar,1316679.0
12156,1802928, The researchers guide to the data deluge: Querying a scientific database in just a few seconds," Martin L Kersten,  Stratos Idreos,  Stefan Manegold,  Erietta Liarou", PVLDB Challenges and Visions,2011,85.0,GoogleScholar,1316680.0
12164,1802930, What happens during a join? Dissecting CPU and memory optimization effects," Stefan Manegold,  Peter A Boncz,  Martin L Kersten",Proceedings of the 26th international conference on very large data bases,2000,78.0,GoogleScholar,1316681.0
12180,1802936, Concurrency control for adaptive indexing," Goetz Graefe,  Felix Halim,  Stratos Idreos,  Harumi Kuno,  Stefan Manegold", Proceedings of the VLDB Endowment,2012,38.0,GoogleScholar,1316682.0
12186,1802937,The repeatability experiment of SIGMOD 2008," Ioana Manolescu,  Loredana Afanasiev,  Andrei Arion,  Jens Dittrich,  Stefan Manegold,  Neoklis Polyzotis", ACM SIGMOD Record,2008,38.0,GoogleScholar,1316683.0
12192,1802938, ROX: run-time optimization of XQueries," Riham Abdel Kader,  Peter Boncz,  Stefan Manegold,  Maurice Van Keulen",Proceedings of the 2009 ACM SIGMOD International Conference on Management of data,2009,35.0,GoogleScholar,1316684.0
12202,1802941, SciQL: array data processing inside an RDBMS," Ying Zhang,  Martin Kersten,  Stefan Manegold",Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,25.0,GoogleScholar,1316685.0
12207,1802943, MonetDB/DataCell: online analytics in a streaming column-store," Erietta Liarou,  Stratos Idreos,  Stefan Manegold,  Martin Kersten", Proceedings of the VLDB Endowment,2012,24.0,GoogleScholar,1316686.0
12211,1802944, Transactional support for adaptive indexing," Goetz Graefe,  Felix Halim,  Stratos Idreos,  Harumi Kuno,  Stefan Manegold,  Bernhard Seeger", The VLDB Journal,2014,22.0,GoogleScholar,1316687.0
12214,1802945,Holistic Indexing in Main-memory Column-stores," Eleni Petraki,  Stratos Idreos,  Stefan Manegold",Proceedings of the 2015 ACM SIGMOD International Conference on Management of Data,2015,19.0,GoogleScholar,1316688.0
12219,1802946,Real-time wildfire monitoring using scientific database and linked data technologies,"Manolis Koubarakis,Charalambos Kontoes,Stefan Manegold",EDBT,2013,16.0,GoogleScholar,1316689.0
12226,1802948, Enhanced stream processing in a DBMS kernel," Erietta Liarou,  Stratos Idreos,  Stefan Manegold,  Martin Kersten",Proceedings of the 16th International Conference on Extending Database Technology,2013,15.0,GoogleScholar,1316690.0
12233,1802950, Adaptive indexing in modern database kernels," Stratos Idreos,  Stefan Manegold,  Goetz Graefe",Proceedings of the 15th International Conference on Extending Database Technology,2012,9.0,GoogleScholar,1316691.0
12239,1802951,Performance evaluation in database research: principles and experience," Ioana Manolescu,  Stefan Manegold",EDBT,2009,9.0,GoogleScholar,1316692.0
12246,1802953, Rox: The robustness of a run-time xquery optimizer against correlated data," Riham Abdel Kader,  Peter Boncz,  Stefan Manegold,  Maurice Van Keulen",Data Engineering (ICDE); 2010 IEEE 26th International Conference on,2010,6.0,GoogleScholar,1316693.0
12260,1802957, Lazy ETL in action: ETL technology dates scientific data," YaÂ¢‚Â­z KargÂ¢‚Â­n,  Milena Ivanova,  Ying Zhang,  Stefan Manegold,  Martin Kersten", Proceedings of the VLDB Endowment,2013,4.0,GoogleScholar,1316694.0
12266,1802958,The database architectures research group at CWI,Gerhard Weikum,SIGMOD Record,2012,1.0,GoogleScholar,1316695.0
12271,1802959, Capturing the Laws of (Data) Nature.," Hannes Mhleisen,  Martin L Kersten,  Stefan Manegold", CIDR,2015,2.0,GoogleScholar,1316696.0
12276,1802961, Front Matter: Letter from the Guest Editors," S Manegold,  S Amer-Yahia", Proceedings of the VLDB Endowment,2013,0.0,GoogleScholar,1316697.0
12285,1802965, A hierarchical approach to model web query interfaces for web source integration," Eduard C Dragut,  Thomas Kabisch,  Clement Yu,  Ulf Leser", Proceedings of the VLDB Endowment,2009,88.0,GoogleScholar,1316698.0
12291,1802966,Stop word and related problems in web interface integration,"Eduard Constantin Dragut,Fang Fang,A. Prasad Sistla,Clement T. Yu,Weiyi Meng",PVLDB,2009,53.0,GoogleScholar,1316699.0
12297,1802967,Merging Source Query Interfaces onWeb Databases," Eduard Dragut,  Wensheng Wu,  Prasad Sistla,  Clement Yu,  Weiyi Meng",Data Engineering; 2006. ICDE'06. Proceedings of the 22nd International Conference on,2006,46.0,GoogleScholar,1316700.0
12301,1802968, Deep web integration with visqi," Thomas Kabisch,  Eduard C Dragut,  Clement Yu,  Ulf Leser", Proceedings of the VLDB Endowment,2010,33.0,GoogleScholar,1316701.0
12307,1802969,Meaningful labeling of integrated query interfaces," Eduard C Dragut,  Clement Yu,  Weiyi Meng",Proceedings of the 32nd international conference on Very large data bases,2006,26.0,GoogleScholar,1316702.0
12312,1802970, Query-time record linkage and fusion over web databases," Eduard C Dragut,  Mourad Ouzzani,  Ahmed K Elmagarmid",Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,8.0,GoogleScholar,1316703.0
12317,1802971,Polarity Consistency Checking for Domain Independent Sentiment Dictionaries," Eduard C Dragut,  Hong Wang,  Prasad Sistla,  Clement Yu,  Weiyi Meng", IEEE Transactions on Knowledge and Data Engineering,2015,7.0,GoogleScholar,1316704.0
12323,1802972,FLORIN: a system to support (near) real-time applications on user generated content on daily news," Qingyuan Liu,  Eduard C Dragut,  Arjun Mukherjee,  Weiyi Meng", Proceedings of the VLDB Endowment,2015,2.0,GoogleScholar,1316705.0
12328,1802973, ORLF: A flexible framework for online record linkage and fusion," Eduard C Dragut,  Mourad Ouzzani,  Ahmed K Elmagarmid,  Walid G Aref",Data Engineering (ICDE); 2016 IEEE 32nd International Conference on,2016,1.0,GoogleScholar,1316706.0
12332,1802974, YumiIntA deep Web integration system for local search engines for Geo-referenced objects," Eduard Dragut,  Brian P Beirne,  Ali Neyestani,  Badr Atassi,  Clement Yu,  Bhaskar DasGupta",Data Engineering (ICDE); 2013 IEEE 29th International Conference on,2013,1.0,GoogleScholar,1316707.0
12334,1802975,10th international workshop on quality in databases: QDB 2012," Xin Luna Dong,  Eduard Constantin Dragut", ACM SIGMOD Record,2013,1.0,GoogleScholar,1316708.0
12341,1802977,Multicore triangle computations without tuning," Julian Shun,  Kanat Tangwongsan",Data Engineering (ICDE); 2015 IEEE 31st International Conference on,2015,33.0,GoogleScholar,1316709.0
12349,1802979,CrowdDB: answering queries with crowdsourcing,"Michael J. Franklin, Donald Kossmann, Tim Kraska, Sukriti Ramesh, Reynold Xin",SIGMOD '11,2011,567.0,GoogleScholar,1316710.0
12356,1802981,Building a database on S3,"Matthias Brantner, Daniela Florescu, David Graf, Donald Kossmann, Tim Kraska",SIGMOD Conference,2008,331.0,GoogleScholar,1316711.0
12362,1802982,An evaluation of alternative architectures for transaction processing in the cloud,"Donald Kossmann,Tim Kraska,Simon Loesing",SIGMOD Conference,2010,275.0,GoogleScholar,1316712.0
12368,1802983, Consistency rationing in the cloud: pay only when it matters," Tim Kraska,  Martin Hentschel,  Gustavo Alonso,  Donald Kossmann", Proceedings of the VLDB Endowment,2009,257.0,GoogleScholar,1316713.0
12374,1802984, MLbase: A Distributed Machine-learning System.," Tim Kraska,  Ameet Talwalkar,  John C Duchi,  Rean Griffith,  Michael J Franklin,  Michael I Jordan", Cidr,2013,206.0,GoogleScholar,1316714.0
12378,1802985, Leveraging transitive relations for crowdsourced joins," Jiannan Wang,  Guoliang Li,  Tim Kraska,  Michael J Franklin,  Jianhua Feng",Proceedings of the 2013 ACM SIGMOD International Conference on Management of Data,2013,131.0,GoogleScholar,1316715.0
12383,1802986, MLI: An API for distributed machine learning," Evan R Sparks,  Ameet Talwalkar,  Virginia Smith,  Jey Kottalam,  Xinghao Pan,  Joseph Gonzalez",Data Mining (ICDM); 2013 IEEE 13th International Conference on,2013,122.0,GoogleScholar,1316716.0
12389,1804654,A sample-and-clean framework for fast and accurate query processing on dirty data,"Jiannan Wang, Sanjay Krishnan, Michael J. Franklin, Ken Goldberg, Tim Kraska, Tova Milo",SIGMOD Conference,2014,94.0,GoogleScholar,1316717.0
12399,1802990,PIQL: success-tolerant query processing in the cloud," Michael Armbrust,  Kristal Curtis,  Tim Kraska,  Armando Fox,  Michael J Franklin,  David A Patterson", Proceedings of the VLDB Endowment,2011,58.0,GoogleScholar,1316718.0
12404,1802992,Stormy: an elastic and highly available streaming service in the cloud,"Simon Loesing,Martin Hentschel,Tim Kraska,Donald Kossmann",EDBT/ICDT Workshops,2012,47.0,GoogleScholar,1316719.0
12409,1802993,Cloudy: a modular cloud storage system," Donald Kossmann,  Tim Kraska,  Simon Loesing,  Stephan Merkli,  Raman Mittal,  Flavio Pfaffhauser", Proceedings of the VLDB Endowment,2010,46.0,GoogleScholar,1316720.0
12414,1802995, An architecture for compiling udf-centric workflows," Andrew Crotty,  Alex Galakatos,  Kayhan Dursun,  Tim Kraska,  Carsten Binnig,  Ugur Cetintemel", Proceedings of the VLDB Endowment,2015,32.0,GoogleScholar,1316721.0
12424,1802998,RTP: robust tenant placement for elastic in-memory database clusters,"Jan Schaffner,Tim Januschowski,Megan Kercher,Tim Kraska,Hasso Plattner,Michael J. Franklin,Dean Jacobs",SIGMOD Conference,2013,38.0,GoogleScholar,1316722.0
